,city_ascii,lat,lng,admin_name,population
13363,Ritto,35.0167,136.0,Shiga,69598.0
13399,Eniwa,42.8826,141.5778,Hokkaido,70102.0
13434,Minami-Alps,35.6083,138.465,Yamanashi,69642.0
13445,Uwajima,33.2167,132.5667,Ehime,69639.0
13471,Anan,33.9167,134.6667,Tokushima,69259.0
13473,Sabae,35.9565,136.1843,Fukui,68666.0
13502,Tanabe,33.7333,135.3833,Wakayama,68986.0
13524,Soja,34.6728,133.7464,Okayama,68551.0
13539,Odate,40.2714,140.5642,Akita,68593.0
13604,Fuefuki,35.6473,138.6397,Yamanashi,67396.0
13614,Kashima,35.9656,140.6448,Ibaraki,67001.0
13620,Hashima,35.3199,136.7033,Gifu,66312.0
13637,Yachimata,35.6667,140.3167,Chiba,66430.0
13667,Fukutsu,33.7667,130.4833,Fukuoka,65770.0
13702,Saiki,32.9667,131.9,Oita,66497.0
13723,Shiojiri,36.115,137.9534,Nagano,66181.0
13777,Ina,35.8275,137.954,Nagano,65670.0
13849,Ito,34.9657,139.1019,Shizuoka,64473.0
13853,Yanagawa,33.1597,130.4081,Fukuoka,64120.0
13854,Miyoshi,35.0894,137.0748,Aichi,62963.0
13872,Sodegaura,35.43,139.9544,Chiba,63975.0
13876,Tamana,32.9281,130.5594,Kumamoto,64206.0
13892,Tenri,34.5967,135.8372,Nara,63760.0
13928,Asahi,35.7167,140.65,Chiba,63507.0
13931,Tsuruga,35.6452,136.0555,Fukui,63724.0
13950,Kurihara,38.7301,141.0215,Miyagi,63689.0
13977,Shiroi,35.7915,140.0563,Chiba,61673.0
13980,Nago,26.5917,127.9775,Okinawa,63060.0
13994,Kaga,36.3028,136.315,Ishikawa,62997.0
14000,Koshizuka,32.886,130.7897,Kumamoto,61997.0
14021,Fujioka,36.2587,139.0746,Gunma,62608.0
14064,Tendo,38.3623,140.3779,Yamagata,61981.0
14091,Itoman,26.1236,127.6658,Okinawa,60903.0
14093,Ogoshi,32.8833,130.7833,Kumamoto,61022.0
14099,Mitoyo,34.1825,133.715,Kagawa,61838.0
14133,Hita,33.3167,130.9333,Oita,61755.0
14134,Aisai,35.1528,136.7282,Aichi,60914.0
14213,Tamba,35.1833,135.0333,Hyogo,60824.0
14220,Sennan,34.3628,135.2761,Osaka,59634.0
14229,Koga,33.7333,130.4667,Fukuoka,59349.0
14254,Hashimoto,34.3167,135.6,Wakayama,60058.0
14281,Yame,33.1994,130.5589,Fukuoka,60196.0
14296,Shimotsuke,36.3872,139.8421,Tochigi,59404.0
14304,Towada,40.6127,141.2059,Aomori,60063.0
14312,Sanyo-Onoda,34.0,131.1833,Yamaguchi,59648.0
14348,Joso,36.0236,139.9938,Ibaraki,59223.0
14355,Ogori,33.4,130.55,Fukuoka,58322.0
14367,Kesennuma,38.9081,141.5699,Miyagi,59341.0
14375,Hyuga,32.4167,131.6167,Miyazaki,59276.0
14387,Tahara,34.6688,137.2809,Aichi,59015.0
14391,Chikuma,36.5339,138.12,Nagano,58755.0
14393,Shirakawa,37.1263,140.2109,Fukushima,59044.0
14396,Chichibu,35.9918,139.0855,Saitama,59101.0
14461,Kitahiroshima,42.9855,141.5631,Hokkaido,58125.0
14469,Tokoname,34.8865,136.8323,Aichi,57507.0
14478,Date,37.8191,140.563,Fukushima,58232.0
14483,Kokawa,34.2664,135.3653,Wakayama,58130.0
14487,Ishikari,43.1667,141.3167,Hokkaido,58284.0
14491,Kosai,34.7184,137.5316,Shizuoka,57682.0
14504,Choshi,35.7346,140.8268,Chiba,57533.0
14506,Togane,35.5599,140.3661,Chiba,57560.0
14526,Mizuho,35.3918,136.6909,Gifu,56106.0
14558,Minokamo,35.4402,137.0157,Gifu,57007.0
14597,Uki,32.645,130.6864,Kumamoto,57096.0
14616,Kudamatsu,34.0167,131.8667,Yamaguchi,56661.0
14634,Kan'onjicho,34.1272,133.6614,Kagawa,56639.0
14653,Tama,34.4886,133.9486,Okayama,56431.0
14676,Murakami,38.224,139.48,Niigata,56713.0
14695,Nogata,33.7417,130.7322,Fukuoka,55705.0
14731,Takizawa,39.7347,141.0771,Iwate,56050.0
14773,Hidaka,35.9078,139.3391,Saitama,54728.0
14774,Toki,35.4192,137.1832,Gifu,55388.0
14802,Narutocho-mitsuishi,34.1667,134.6167,Tokushima,55264.0
14861,Chino,35.9955,138.1588,Nagano,55018.0
14868,Konan,35.0,136.0833,Shiga,54392.0
14871,Funato,34.25,135.3167,Wakayama,53714.0
14896,Minamiuonuma,37.0655,138.8761,Niigata,54820.0
14898,Sakurai,34.5167,135.85,Nara,54346.0
14908,Annaka,36.3263,138.8871,Gunma,54607.0
14936,Nihonmatsu,37.5849,140.4312,Fukushima,54447.0
14959,Sado,38.0183,138.3683,Niigata,54304.0
14965,Hanyu,36.1726,139.5485,Saitama,53431.0
15038,Hamada,34.9,132.0833,Shimane,53753.0
15069,Naka,36.4574,140.4868,Ibaraki,53035.0
15086,Mutsu,41.2928,141.1836,Aomori,53393.0
15148,Tomiya,38.4,140.8833,Miyagi,51859.0
15149,Imaricho-ko,33.2667,129.8833,Saga,52694.0
15152,Usa,33.532,131.3495,Oita,52767.0
15173,Minami-Soma,37.6422,140.9573,Fukushima,52619.0
15189,Miyakojima,24.8056,125.2811,Okinawa,52390.0
15259,Izumi,32.0833,130.35,Kagoshima,51893.0
15282,Bando,36.0484,139.8887,Ibaraki,51511.0
15296,Tsukubamirai,35.9631,140.037,Ibaraki,51134.0
15346,Arao,32.9833,130.4353,Kumamoto,50570.0
15348,Satte,36.0781,139.7259,Saitama,49961.0
15377,Hannan,34.3597,135.2394,Osaka,49794.0
15379,Nanao,37.0431,136.9674,Ishikawa,51001.0
15385,Sakaidecho,34.3167,133.8667,Kagawa,50577.0
15404,Yuki,36.3055,139.8766,Ibaraki,50218.0
15410,Kyotango,35.6242,135.0611,Kyoto,50857.0
15417,Miyako,39.6414,141.9571,Iwate,50855.0
15420,Goshogawara,40.808,140.4401,Aomori,50757.0
15422,Susono,35.1739,138.9068,Shizuoka,50510.0
15427,Nakagawa,33.5,130.4167,Fukuoka,50186.0
15430,Higashiura,34.9771,136.9656,Aichi,49252.0
15451,Yasu,35.0667,136.0333,Shiga,50049.0
15462,Nichinan,31.6022,131.38,Miyazaki,50518.0
15507,Kameyama,34.8558,136.4517,Mie,49971.0
15532,Miyoshi,34.8,132.85,Hiroshima,50046.0
15561,Chikugo,33.2092,130.5044,Fukuoka,48794.0
15588,Noshiromachi,40.2121,140.0266,Akita,49625.0
15592,Tomisato,35.7,140.5667,Chiba,49470.0
15593,Suzaka,36.6511,138.3073,Nagano,49393.0
15610,Tokamachi,37.1333,138.75,Niigata,49472.0
15615,Hikari,33.9619,131.9422,Yamaguchi,49013.0
15627,Asakura,33.4167,130.6667,Fukuoka,49254.0
15631,Nomimachi,36.447,136.5541,Ishikawa,48860.0
15636,Midori,36.3948,139.2811,Gunma,49190.0
15707,Yamaga,33.0169,130.6828,Kumamoto,48753.0
15710,Omitama,36.2393,140.3526,Ibaraki,48555.0
15725,Suwa,36.0391,138.114,Nagano,48309.0
15726,Ami,36.0308,140.2148,Ibaraki,48072.0
15760,Oamishirasato,35.5167,140.3167,Chiba,47722.0
15763,Sanmu,35.6,140.4167,Chiba,48196.0
15779,Ishigaki,24.3406,124.1556,Okinawa,48258.0
15823,Shimotsucho-kominami,34.15,135.2167,Wakayama,47697.0
15831,Ena,35.4492,137.4128,Gifu,47999.0
15839,Okaya,36.0671,138.0493,Nagano,47499.0
15842,Tonami,36.6475,136.9622,Toyama,47638.0
15849,Higashine,38.4313,140.3911,Yamagata,47747.0
15856,Takeocho-takeo,33.1947,130.0215,Saga,47681.0
15876,Ono,34.8497,134.9342,Hyogo,47316.0
15887,Hitachi-ota,36.5383,140.5309,Ibaraki,47586.0
15890,Kikugawa,34.75,138.0833,Shizuoka,47194.0
15925,Nanto,36.5878,136.9194,Toyama,47390.0
15938,Gosen,37.7444,139.1826,Niigata,47262.0
15953,Tomioka,36.2599,138.8899,Gunma,46928.0
15991,Noboribetsu,42.4128,141.1066,Hokkaido,46838.0
15997,Fujiyoshida,35.4875,138.8077,Yamanashi,46659.0
16001,Sanuki,34.32,134.1794,Kagawa,46723.0
16032,Hioki,31.6117,130.3731,Kagoshima,46671.0
16034,Shimeo,33.5914,130.4798,Fukuoka,46207.0
16041,Tamagawa,33.6389,130.8061,Fukuoka,45946.0
16055,Izunokuni,35.0333,138.9333,Shizuoka,46212.0
16064,Nakai,33.5833,133.6333,Kochi,46567.0
16094,Kurayoshi,35.4333,133.8167,Tottori,46269.0
16099,Kasaoka,34.5039,133.51,Okayama,46080.0
16123,Takashima,35.35,136.0333,Shiga,46246.0
16151,Kikuchi,32.9833,130.8167,Kumamoto,45971.0
16153,Hokota,36.1587,140.5164,Ibaraki,45910.0
16158,Shima,34.3333,136.8333,Mie,45834.0
16200,Kariya,34.7517,134.3931,Hyogo,45473.0
16205,Hokuto,41.8241,140.653,Hokkaido,45661.0
16214,Kitakata,37.6511,139.8748,Fukushima,45590.0
16293,Numata,36.646,139.0442,Gunma,45132.0
16299,Sugito,36.0258,139.7367,Saitama,43755.0
16301,Nanjo,26.1631,127.7706,Okinawa,44318.0
16322,Sakura,36.6853,139.9664,Tochigi,44777.0
16329,Tateyama,34.9966,139.87,Chiba,44692.0
16332,Iwanuma,38.1043,140.8702,Miyagi,44340.0
16381,Nagaizumi,35.1377,138.8972,Shizuoka,43204.0
16400,Taketoyo,34.8511,136.9147,Aichi,43095.0
16416,Kikuyo,32.8625,130.8287,Kumamoto,43443.0
16429,Masuda,34.6667,131.85,Shimane,44474.0
16478,Ogimachi,33.25,130.2,Saga,43787.0
16489,Hagi,34.4,131.4,Yamaguchi,44118.0
16496,Otofuke,42.9942,143.1981,Hokkaido,44049.0
16503,Goshikicho-aihara-minamidani,34.3,134.7833,Hyogo,43914.0
16537,Himi,36.8567,136.9731,Toyama,43747.0
16540,Yatomi,35.1167,136.7167,Aichi,43038.0
16580,Taniyama-chuo,31.5211,130.5176,Kagoshima,42683.0
16582,Shinshiro,34.9159,137.4986,Aichi,43620.0
16611,Hokuto,35.7765,138.4236,Yamanashi,43452.0
16622,Makinohara,34.7333,138.2167,Shizuoka,43061.0
16639,Shimabara,32.7878,130.3697,Nagasaki,42858.0
16660,Kota,34.8645,137.1658,Aichi,42523.0
16680,Kobayashi,31.9944,130.9517,Miyazaki,43114.0
16692,Miura,35.15,139.6167,Kanagawa,41807.0
16733,Awaji,34.4333,134.9167,Hyogo,42597.0
16743,Obita,32.8252,129.8751,Nagasaki,41341.0
16788,Kasai,34.9333,134.8333,Hyogo,42290.0
16792,Akaiwa,34.7553,134.0189,Okayama,42341.0
16804,Futtsu,35.3041,139.857,Chiba,42280.0
16843,Nakano,36.742,138.3694,Nagano,41972.0
16851,Maniwa,35.0758,133.7525,Okayama,42259.0
16879,Minamishimabara,32.6667,130.3,Nagasaki,41903.0
16916,Shimotsuma,36.1844,139.9675,Ibaraki,41499.0
16969,Nanbei,35.3167,139.1,Kanagawa,41259.0
17008,Yuzawa,39.1641,140.4948,Akita,41601.0
17019,Masaki,33.7833,132.7167,Ehime,39681.0
17029,Kitaibaraki,36.8019,140.751,Ibaraki,41352.0
17051,Komoro,36.3275,138.4258,Nagano,41066.0
17089,Sumoto,34.35,134.9,Hyogo,41056.0
17096,Unzen,32.8353,130.1875,Nagasaki,41018.0
17102,Amami,28.3783,129.4944,Okinawa,41049.0
17137,Uozu,36.8273,137.4092,Toyama,40828.0
17149,Kato,34.9167,134.9667,Hyogo,40728.0
17172,Yomitan,26.3961,127.7444,Okinawa,39791.0
17221,Komono,35.02,136.5075,Mie,40329.0
17246,Agano,37.8344,139.226,Niigata,40382.0
17282,Aizawa,35.5288,139.3216,Kanagawa,39260.0
17290,Ozu,33.5,132.55,Ehime,40289.0
17324,Itoigawa,37.039,137.8627,Niigata,40200.0
17326,Kasumigaura,36.1517,140.2371,Ibaraki,39993.0
17354,Sagae,38.3809,140.276,Yamagata,39854.0
17439,Kurobeshin,36.8667,137.45,Toyama,39718.0
17448,Mibu,36.4422,139.8147,Tochigi,39151.0
17496,Takikawa,43.5578,141.9104,Hokkaido,39266.0
17511,Mitsuke,37.5316,138.9127,Niigata,39024.0
17550,Shibata,38.0566,140.7658,Miyagi,38638.0
17551,Tamba-Sasayama,35.0725,135.2219,Hyogo,39245.0
17569,Higashimatsushima,38.4263,141.2104,Miyagi,38880.0
17624,Inashiki,35.9565,140.3239,Ibaraki,38853.0
17633,Yoshinogawa,34.0631,134.3614,Tokushima,38726.0
17641,Umi,33.5675,130.5111,Fukuoka,37713.0
17643,Hitachiomiya,36.5425,140.4109,Ibaraki,38836.0
17653,Omagari,39.4531,140.4754,Akita,38794.0
17654,Sakuragawa,36.3273,140.0906,Ibaraki,38677.0
17665,Ibusuki,31.2528,130.6331,Kagoshima,38571.0
17676,Gujo,35.7486,136.9643,Gifu,38747.0
17681,Nishiwaki,34.9903,134.9722,Hyogo,38479.0
17699,Tokai,36.473,140.5661,Ibaraki,37700.0
17704,Misawa,40.6831,141.3691,Aomori,38351.0
17772,Ibara,34.6,133.4667,Okayama,38236.0
17785,Katsuragi,34.4833,135.7333,Nara,37225.0
17983,Maibara,35.3167,136.2833,Shiga,37374.0
18002,Tamamura,36.3044,139.1149,Gunma,36041.0
18020,Seika,34.7667,135.7833,Kyoto,35951.0
18070,Kannan,35.0889,138.9534,Shizuoka,36607.0
18096,Tsubata,36.6692,136.7288,Ishikawa,36728.0
18126,Fuchucho,34.565,133.2419,Hiroshima,36754.0
18129,Soma,37.7967,140.9196,Fukushima,36752.0
18132,Mizunami,35.3618,137.2545,Gifu,36721.0
18135,Komatsushimacho,34.0003,134.5844,Tokushima,36123.0
18151,Kanada,33.776,130.9805,Fukuoka,36075.0
18160,Yasugicho,35.4283,133.2536,Shimane,36713.0
18262,Uto,32.6828,130.6669,Kumamoto,35947.0
18271,Morohongo,35.9415,139.316,Saitama,35370.0
18297,Rifu,38.3303,140.9759,Miyagi,35521.0
18383,Miyajima,33.15,130.4667,Kumamoto,35665.0
18405,Setouchi,34.6667,134.1,Okayama,35624.0
18425,Atami,35.096,139.0716,Shizuoka,35276.0
18435,Usuki,33.1333,131.8,Oita,35681.0
18440,Isumi,35.2539,140.3852,Chiba,35570.0
18496,Minami-Boso,35.0432,139.84,Chiba,35454.0
18514,Ofunato,39.068,141.7252,Iwate,35452.0
18545,Kahoku,36.7198,136.7067,Ishikawa,34936.0
18551,Kamata,33.5632,130.7118,Fukuoka,35208.0
18563,Unnan,35.2833,132.9,Shimane,35366.0
18591,Ozu,32.879,130.8683,Kumamoto,34975.0
18668,Tamura,37.4333,140.5667,Fukushima,35042.0
18671,Iyo,33.75,132.7,Ehime,34927.0
18714,Seiyo,33.3628,132.5108,Ehime,34898.0
18768,Sosa,35.7075,140.5642,Chiba,34427.0
18770,Shingu,33.7153,130.4465,Fukuoka,33017.0
18772,Awa,34.1014,134.2964,Tokushima,34569.0
18783,Abashiri,44.0167,144.2667,Hokkaido,34640.0
18794,Ofunato,39.0819,141.7086,Iwate,34568.0
18835,Goto,32.7,128.8333,Nagasaki,34425.0
18841,Inabe,35.1156,136.5614,Mie,34323.0
18853,Shinjo,38.7667,140.3,Yamagata,34284.0
18879,Toon,33.7833,132.8667,Ehime,34195.0
18946,Shiso,35.0,134.55,Hyogo,34116.0
18959,Uonuma,37.2301,138.9615,Niigata,34112.0
19005,Mizuho,35.772,139.354,Saitama,32108.0
19019,Ojiya,37.3144,138.7951,Niigata,33729.0
19105,Ono,35.9797,136.4875,Fukui,33640.0
19118,Sakaiminato,35.5333,133.2333,Shimane,32503.0
19134,Osawa,33.2,130.3833,Fukuoka,32609.0
19148,Taishi,34.8333,134.5724,Hyogo,33321.0
19167,Date,42.4719,140.8647,Hokkaido,33404.0
19178,Shobara,34.8544,133.0192,Hiroshima,33409.0
19190,Hayama,35.2725,139.5861,Kanagawa,31546.0
19222,Watari,38.0442,140.8676,Miyagi,32846.0
19252,Minamikyushu,31.3778,130.4419,Kagoshima,33115.0
19262,Asakuchi,34.5247,133.5875,Okayama,32669.0
19266,Shimotoba,34.8838,135.663,Kyoto,31292.0
19270,Kamaishi,39.2758,141.8857,Iwate,33061.0
19279,Bungoono,32.9833,131.5833,Oita,33066.0
19284,Mashiki,32.8006,130.817,Kumamoto,32587.0
19287,Wakabadai,45.4156,141.6731,Hokkaido,33036.0
19299,Yamanashi,35.6934,138.6869,Yamanashi,32925.0
19340,So,31.6536,131.0194,Kagoshima,32849.0
19341,Oiso,35.3069,139.3113,Kanagawa,31121.0
19360,Kuji,40.1905,141.7757,Iwate,32813.0
19377,Yufu,33.1833,131.4333,Oita,32698.0
19381,Kaizu,35.2206,136.6365,Gifu,32493.0
19389,Motosu,35.483,136.6786,Gifu,32664.0
19409,Shiroishi,38.0025,140.6197,Miyagi,32570.0
19413,Yorii,36.1183,139.193,Saitama,32172.0
19434,Minamisatsuma,31.4169,130.3228,Kagoshima,32503.0
19438,Shimanto,33.0,132.9333,Kochi,32551.0
19492,Tawaramoto,34.5566,135.795,Nara,30950.0
19495,Zentsujicho,34.2167,133.7833,Kagawa,31620.0
19516,Konan,33.5667,133.7,Kochi,32123.0
19541,Namerikawa,36.7644,137.3412,Toyama,32317.0
19554,Shimizucho,35.099,138.9029,Shizuoka,31652.0
19557,Nagato,34.3722,131.1833,Yamaguchi,32183.0
19578,Bizen,34.7453,134.1889,Okayama,32077.0
19591,Odacho-oda,35.1833,132.5,Shimane,32102.0
19592,Shima,39.5544,141.1555,Iwate,32036.0
19603,Yaese,26.1582,127.7186,Okinawa,30974.0
19638,Chuo,35.5996,138.6339,Yamanashi,31053.0
19659,Namegata,35.9905,140.489,Ibaraki,31828.0
19667,Komagane,35.7288,137.9339,Nagano,31763.0
19697,Sasaguri,33.6239,130.5262,Fukuoka,31092.0
19700,Katagami,39.8832,139.9886,Akita,31558.0
19754,Kuroishi,40.6426,140.6113,Aomori,31604.0
19767,Maebara,35.114,140.0989,Chiba,31554.0
19796,Ayabe,35.3,135.2667,Kyoto,31537.0
19808,Yawatahama-shi,33.4667,132.4167,Ehime,31363.0
19830,Ibaraki,36.2869,140.4245,Ibaraki,31278.0
19834,Okagaki,33.8536,130.6111,Fukuoka,30891.0
19855,Hitoyoshi,32.2167,130.75,Kumamoto,31332.0
19862,Kaminokawa,36.4393,139.9099,Tochigi,30886.0
19906,Yaita,36.8067,139.9241,Tochigi,31145.0
19973,Nantan,35.1,135.4667,Kyoto,31075.0
20010,Omaezaki,34.6379,138.1281,Shizuoka,30562.0
20014,Kamisato,36.2516,139.1447,Saitama,29987.0
20016,Inami,34.7488,134.9135,Hyogo,30148.0
20043,Kanzakimachi-kanzaki,33.3167,130.3667,Saga,30686.0
20057,Tsuruno,40.8087,140.3801,Aomori,30760.0
20125,Yanai,33.9667,132.1167,Yamaguchi,30461.0
20126,Yunoshima,35.8059,137.2441,Gifu,30641.0
20156,Motomiya,37.5132,140.3938,Fukushima,30253.0
20174,Nanyo,38.0551,140.1476,Yamagata,30343.0
20193,Ono,35.9797,136.4875,Fukui,30449.0
20215,Hirakawacho,40.5841,140.5665,Aomori,30326.0
20217,Togitsu,32.8289,129.8486,Nagasaki,29025.0
20227,Tsuru,35.5515,138.9054,Yamanashi,30193.0
20233,Myoko,37.0252,138.2535,Niigata,30300.0
20286,Matsubushi,35.9258,139.8152,Saitama,28494.0
20293,Sue,33.5872,130.5072,Fukuoka,28489.0
20303,Yoshida,34.7709,138.252,Shizuoka,28811.0
20380,Chikuzen,33.457,130.5952,Fukuoka,29608.0
20451,Inagawa,34.8951,135.3761,Hyogo,29571.0
20530,Kitaakita,40.226,140.3708,Akita,29696.0
20590,Takanezawa,36.631,139.9865,Tochigi,29123.0
20608,Tomi,36.3594,138.3304,Nagano,29213.0
20645,Shibushi,31.5,131.05,Kagoshima,29267.0
20650,Agui,34.9329,136.9153,Aichi,28176.0
20687,Kaminoyama,38.1496,140.2679,Yamagata,29141.0
20694,Ikaruga,34.6088,135.7306,Nara,27330.0
20739,Koshu,35.7043,138.7294,Yamanashi,29017.0
20753,Nirasaki,35.7089,138.4461,Yamanashi,28896.0
20804,Hanawa,40.2158,140.7884,Akita,28929.0
20814,Hirado,33.3667,129.55,Nagasaki,28822.0
20838,Takahashi,34.7914,133.6164,Okayama,28825.0
20840,Asago,35.3333,134.85,Hyogo,28802.0
20848,Ogawa,36.0567,139.2618,Saitama,28386.0
20855,Oyabe,36.6755,136.8687,Toyama,28634.0
20927,Saito,32.1167,131.4,Miyazaki,28618.0
20935,Aioi,34.8,134.4667,Hyogo,28350.0
20967,Izu,34.9765,138.9468,Shizuoka,28493.0
21000,Tsushima,34.2,129.2833,Nagasaki,28456.0
21003,Higashikagawa,34.25,134.3667,Kagawa,28305.0
21027,Taiwa,38.4373,140.8864,Miyagi,28307.0
21098,Hiji,33.3694,131.5324,Oita,27887.0
21099,Obama,35.4957,135.7466,Fukui,28142.0
21121,Honcho,41.8957,140.6944,Hokkaido,28073.0
21138,Mima,34.05,134.1667,Tokushima,28087.0
21162,Tainai,38.0597,139.4103,Niigata,28004.0
21186,Yahaba,39.606,141.1429,Iwate,27638.0
21190,Kakuda,37.977,140.7821,Miyagi,27848.0
21215,Hikawa,35.3929,132.8432,Shimane,27641.0
21237,Kashima,33.1036,130.0989,Saga,27710.0
21290,Ouda-yamaguchi,34.5167,135.9667,Nara,27747.0
21308,Uchinada,36.6536,136.645,Ishikawa,26503.0
21326,Kitsuki,33.4167,131.6167,Oita,27668.0
21330,Itako,35.9471,140.5554,Ibaraki,27373.0
21353,Ukiha,33.35,130.75,Fukuoka,27474.0
21370,Gojo,34.3486,135.6964,Nara,27578.0
21421,Niimi,34.9739,133.4731,Okayama,27526.0
21507,Takahagi,36.7192,140.7167,Ibaraki,27251.0
21536,Awara,36.2113,136.229,Fukui,27107.0
21547,Ichikikushikino,31.7167,130.2667,Kagoshima,27080.0
21558,Akitakata,34.6631,132.7064,Hiroshima,27249.0
21602,Miki,34.2682,134.1344,Kagawa,26859.0
21648,Nayoro,44.3559,142.4632,Hokkaido,27062.0
21687,Tarui,35.3663,136.5379,Gifu,26558.0
21739,Yoro,35.3084,136.5614,Gifu,26565.0
21757,Miyanaga,33.7167,130.6667,Fukuoka,26690.0
21800,Otake,34.2333,132.2167,Hiroshima,26458.0
21803,Toin,35.0741,136.5836,Mie,25658.0
21832,Shingu,33.7167,136.0,Mie,26628.0
21956,Makubetsu,42.9085,143.3561,Hokkaido,26444.0
21974,Ora,36.2524,139.4623,Gunma,25623.0
21983,Arida,34.0833,135.1333,Wakayama,25737.0
21992,Kami,33.6,133.6833,Kochi,26376.0
22054,Saikaicho-kobago,32.9333,129.65,Nagasaki,26188.0
22196,Oguchi,35.3325,136.9078,Aichi,24234.0
22219,Nagai,38.1075,140.0405,Yamagata,25836.0
22225,Tosa,33.5,133.4333,Kochi,25665.0
22231,Omachi,36.503,137.8511,Nagano,25883.0
22257,Miyaki,33.3249,130.4546,Saga,25386.0
22262,Kunisakimachi-tsurugawa,33.5653,131.7311,Oita,25790.0
22297,Ureshinomachi-shimojuku,33.1333,130.0667,Saga,25593.0
22331,Nogi,36.2332,139.7407,Tochigi,24903.0
22332,Ishii,34.0742,134.4406,Tokushima,24856.0
22343,Mimata,31.7307,131.125,Miyazaki,25474.0
22365,Fujikawaguchiko,35.4973,138.7549,Yamanashi,25495.0
22420,Mimasaka,35.0086,134.1486,Okayama,25497.0
22493,Yamagata,35.5061,136.7811,Gifu,25325.0
22597,Aridagawa,34.0575,135.2162,Wakayama,25169.0
22614,Tono,39.3279,141.5334,Iwate,25181.0
22636,Minowa,35.915,137.9819,Nagano,24887.0
22657,Ninohe,40.2713,141.3048,Iwate,25083.0
22691,Kamo,37.6663,139.0402,Niigata,25086.0
22696,Tateyama,36.6636,137.3137,Toyama,24996.0
22711,Iki,33.7497,129.6914,Nagasaki,24873.0
22801,Nemuro,43.3301,145.5829,Hokkaido,24858.0
22821,Aso,32.9483,131.1239,Kumamoto,24820.0
22879,Oga,39.8868,139.8476,Akita,24690.0
22908,Oirase,40.5992,141.3977,Aomori,24407.0
22921,Gose,34.4667,135.7333,Nara,24317.0
22996,Nasukarasuyama,36.6569,140.1514,Tochigi,24456.0
23007,Buzen,33.6167,131.1333,Fukuoka,24369.0
23030,Sakai,36.1085,139.7949,Ibaraki,24035.0
23039,Senboku,39.7017,140.7315,Akita,24515.0
23044,Ogawara,38.0494,140.7308,Miyagi,23586.0
23232,Isa,32.0572,130.6131,Kagoshima,24131.0
23248,Kamiamakusa,32.5,130.4167,Kumamoto,23973.0
23274,Misato,38.5444,141.0567,Miyagi,23796.0
23308,Yugawara,35.1479,139.1083,Kanagawa,23480.0
23367,Wajimazakimachi,37.3906,136.8992,Ishikawa,23906.0
23400,Ikeda,35.4423,136.573,Gifu,23310.0
23427,Nyuzen,36.9335,137.5021,Toyama,23537.0
23450,Takehara,34.3333,132.9167,Hiroshima,23631.0
23485,Hachimantai,39.9561,141.0711,Iwate,23742.0
23506,Tadotsu,34.2729,133.7586,Kagawa,22813.0
23631,Miyoshi,34.026,133.8072,Tokushima,23500.0
23658,Nasu,37.0198,140.121,Tochigi,23435.0
23688,Kumano,34.3358,132.5847,Hiroshima,22760.0
23740,Nakagusuku,26.2678,127.7914,Okinawa,21924.0
23761,Yoshioka,36.4474,139.0097,Gunma,22234.0
23768,Minamata,32.2167,130.4,Kumamoto,23155.0
23779,Mine,34.1631,131.2083,Yamaguchi,23236.0
23792,Gobo,33.8833,135.15,Wakayama,22744.0
23805,Nakashunbetsu,43.5552,144.9714,Hokkaido,23211.0
23904,Nikaho,39.203,139.9077,Akita,22981.0
23910,Meiwa,34.55,136.6167,Mie,22523.0
23950,Ono,35.4706,136.6276,Gifu,22375.0
24016,Ayagawa,34.2496,133.923,Kagawa,22730.0
24028,Mihama,34.7789,136.9082,Aichi,22440.0
24030,Gotsucho,35.0167,132.2167,Shimane,22838.0
24189,Uenohara,35.6302,139.1113,Kanagawa,22557.0
24242,Furukawa,36.2381,137.1862,Gifu,22585.0
24251,Yokoshibahikari,35.6658,140.5048,Chiba,22271.0
24343,Otsuki,35.6106,138.94,Yamanashi,22356.0
24383,Takahata,38.0027,140.1891,Yamagata,22242.0
24417,Murayama,38.4833,140.3833,Yamagata,22222.0
24556,Honmachi,36.0609,136.5006,Fukui,22047.0
24572,Shiroishi,33.1811,130.1434,Saga,21902.0
24644,Bungotakada,33.55,131.45,Oita,21901.0
24730,Shinhidaka,42.3413,142.3686,Hokkaido,21873.0
24745,Fukuyoshi,33.6832,130.78,Fukuoka,21360.0
24749,Yabu,35.4,134.7667,Hyogo,21813.0
24752,Mashiko,36.4673,140.0934,Tochigi,21621.0
24800,Etajima,34.2167,132.45,Hiroshima,21557.0
24840,Kami,38.5718,140.8548,Miyagi,21666.0
25018,Aisho,35.1688,136.2123,Shiga,20913.0
25049,Matsuura,33.3333,129.7167,Nagasaki,21261.0
25101,Shisui,35.7249,140.2695,Chiba,20278.0
25105,Mobetsu,44.3564,143.3544,Hokkaido,21317.0
25205,Yachiyo,36.1816,139.8911,Ibaraki,20838.0
25248,Hino,35.018,136.246,Shiga,20945.0
25261,Furano,43.342,142.3832,Hokkaido,21071.0
25497,Ino,33.5487,133.4278,Kochi,20750.0
25579,Shimogamo,34.6795,138.9453,Shizuoka,20499.0
25649,Nishigo,37.1417,140.1554,Fukushima,20508.0
25674,Ryuyo,34.6783,137.8167,Shizuoka,19756.0
25683,Bibai,43.3329,141.8538,Hokkaido,20507.0
25686,Susaki,33.3925,133.2931,Kochi,20424.0
25704,Namegawa,36.066,139.361,Saitama,19885.0
