pref_id,,Prefecture,Life_expectancy,lat,long,city_en,pref_pop,Station_Name,Shinkansen_Line
1,899,Hokkaido,84.0,43.06417,141.34694,Eniwa,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,900,Hokkaido,84.0,43.06417,141.34694,Kitahiroshima,4724121.0,Kikonai,Hokkaido_Shinkansen
1,901,Hokkaido,84.0,43.06417,141.34694,Kitahiroshima,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,902,Hokkaido,84.0,43.06417,141.34694,Ishikari,4724121.0,Kikonai,Hokkaido_Shinkansen
1,903,Hokkaido,84.0,43.06417,141.34694,Ishikari,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,904,Hokkaido,84.0,43.06417,141.34694,Noboribetsu,4724121.0,Kikonai,Hokkaido_Shinkansen
1,905,Hokkaido,84.0,43.06417,141.34694,Noboribetsu,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,906,Hokkaido,84.0,43.06417,141.34694,Hokuto,4724121.0,Kikonai,Hokkaido_Shinkansen
1,907,Hokkaido,84.0,43.06417,141.34694,Hokuto,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,908,Hokkaido,84.0,43.06417,141.34694,Otofuke,4724121.0,Kikonai,Hokkaido_Shinkansen
1,909,Hokkaido,84.0,43.06417,141.34694,Otofuke,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,910,Hokkaido,84.0,43.06417,141.34694,Takikawa,4724121.0,Kikonai,Hokkaido_Shinkansen
1,911,Hokkaido,84.0,43.06417,141.34694,Takikawa,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,912,Hokkaido,84.0,43.06417,141.34694,Abashiri,4724121.0,Kikonai,Hokkaido_Shinkansen
1,913,Hokkaido,84.0,43.06417,141.34694,Abashiri,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,914,Hokkaido,84.0,43.06417,141.34694,Date,4724121.0,Kikonai,Hokkaido_Shinkansen
1,915,Hokkaido,84.0,43.06417,141.34694,Date,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,916,Hokkaido,84.0,43.06417,141.34694,Wakabadai,4724121.0,Kikonai,Hokkaido_Shinkansen
1,917,Hokkaido,84.0,43.06417,141.34694,Wakabadai,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,918,Hokkaido,84.0,43.06417,141.34694,Honcho,4724121.0,Kikonai,Hokkaido_Shinkansen
1,919,Hokkaido,84.0,43.06417,141.34694,Honcho,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,920,Hokkaido,84.0,43.06417,141.34694,Nayoro,4724121.0,Kikonai,Hokkaido_Shinkansen
1,921,Hokkaido,84.0,43.06417,141.34694,Nayoro,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,922,Hokkaido,84.0,43.06417,141.34694,Makubetsu,4724121.0,Kikonai,Hokkaido_Shinkansen
1,923,Hokkaido,84.0,43.06417,141.34694,Makubetsu,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,924,Hokkaido,84.0,43.06417,141.34694,Nemuro,4724121.0,Kikonai,Hokkaido_Shinkansen
1,925,Hokkaido,84.0,43.06417,141.34694,Nemuro,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,926,Hokkaido,84.0,43.06417,141.34694,Nakashunbetsu,4724121.0,Kikonai,Hokkaido_Shinkansen
1,927,Hokkaido,84.0,43.06417,141.34694,Nakashunbetsu,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,928,Hokkaido,84.0,43.06417,141.34694,Shinhidaka,4724121.0,Kikonai,Hokkaido_Shinkansen
1,929,Hokkaido,84.0,43.06417,141.34694,Shinhidaka,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,930,Hokkaido,84.0,43.06417,141.34694,Mobetsu,4724121.0,Kikonai,Hokkaido_Shinkansen
1,931,Hokkaido,84.0,43.06417,141.34694,Mobetsu,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,932,Hokkaido,84.0,43.06417,141.34694,Furano,4724121.0,Kikonai,Hokkaido_Shinkansen
1,933,Hokkaido,84.0,43.06417,141.34694,Furano,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,934,Hokkaido,84.0,43.06417,141.34694,Bibai,4724121.0,Kikonai,Hokkaido_Shinkansen
1,935,Hokkaido,84.0,43.06417,141.34694,Bibai,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,936,Hokkaido,84.0,43.06417,141.34694,Rumoi,4724121.0,Kikonai,Hokkaido_Shinkansen
1,937,Hokkaido,84.0,43.06417,141.34694,Rumoi,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,938,Hokkaido,84.0,43.06417,141.34694,Fukagawa,4724121.0,Kikonai,Hokkaido_Shinkansen
1,939,Hokkaido,84.0,43.06417,141.34694,Fukagawa,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,940,Hokkaido,84.0,43.06417,141.34694,Kushiro,4724121.0,Kikonai,Hokkaido_Shinkansen
1,941,Hokkaido,84.0,43.06417,141.34694,Kushiro,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,942,Hokkaido,84.0,43.06417,141.34694,Mukaiengaru,4724121.0,Kikonai,Hokkaido_Shinkansen
1,943,Hokkaido,84.0,43.06417,141.34694,Mukaiengaru,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,944,Hokkaido,84.0,43.06417,141.34694,Motomachi,4724121.0,Kikonai,Hokkaido_Shinkansen
1,945,Hokkaido,84.0,43.06417,141.34694,Motomachi,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,946,Hokkaido,84.0,43.06417,141.34694,Yoichi,4724121.0,Kikonai,Hokkaido_Shinkansen
1,947,Hokkaido,84.0,43.06417,141.34694,Yoichi,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,948,Hokkaido,84.0,43.06417,141.34694,Memuro-minami,4724121.0,Kikonai,Hokkaido_Shinkansen
1,949,Hokkaido,84.0,43.06417,141.34694,Memuro-minami,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,950,Hokkaido,84.0,43.06417,141.34694,Minamishibetsucho,4724121.0,Kikonai,Hokkaido_Shinkansen
1,951,Hokkaido,84.0,43.06417,141.34694,Minamishibetsucho,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,952,Hokkaido,84.0,43.06417,141.34694,Sunagawa,4724121.0,Kikonai,Hokkaido_Shinkansen
1,953,Hokkaido,84.0,43.06417,141.34694,Sunagawa,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,954,Hokkaido,84.0,43.06417,141.34694,Shiraoi,4724121.0,Kikonai,Hokkaido_Shinkansen
1,955,Hokkaido,84.0,43.06417,141.34694,Shiraoi,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,956,Hokkaido,84.0,43.06417,141.34694,Yakumo,4724121.0,Kikonai,Hokkaido_Shinkansen
1,957,Hokkaido,84.0,43.06417,141.34694,Yakumo,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,958,Hokkaido,84.0,43.06417,141.34694,Tobetsu,4724121.0,Kikonai,Hokkaido_Shinkansen
1,959,Hokkaido,84.0,43.06417,141.34694,Tobetsu,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,960,Hokkaido,84.0,43.06417,141.34694,Kutchan,4724121.0,Kikonai,Hokkaido_Shinkansen
1,961,Hokkaido,84.0,43.06417,141.34694,Kutchan,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,962,Hokkaido,84.0,43.06417,141.34694,Mori,4724121.0,Kikonai,Hokkaido_Shinkansen
1,963,Hokkaido,84.0,43.06417,141.34694,Mori,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,964,Hokkaido,84.0,43.06417,141.34694,Betsukai,4724121.0,Kikonai,Hokkaido_Shinkansen
1,965,Hokkaido,84.0,43.06417,141.34694,Betsukai,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,966,Hokkaido,84.0,43.06417,141.34694,Ashibetsu,4724121.0,Kikonai,Hokkaido_Shinkansen
1,967,Hokkaido,84.0,43.06417,141.34694,Ashibetsu,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,968,Hokkaido,84.0,43.06417,141.34694,Iwanai,4724121.0,Kikonai,Hokkaido_Shinkansen
1,969,Hokkaido,84.0,43.06417,141.34694,Iwanai,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,970,Hokkaido,84.0,43.06417,141.34694,Urakawa,4724121.0,Kikonai,Hokkaido_Shinkansen
1,971,Hokkaido,84.0,43.06417,141.34694,Urakawa,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,972,Hokkaido,84.0,43.06417,141.34694,Hidaka,4724121.0,Kikonai,Hokkaido_Shinkansen
1,973,Hokkaido,84.0,43.06417,141.34694,Hidaka,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,974,Hokkaido,84.0,43.06417,141.34694,Kuriyama,4724121.0,Kikonai,Hokkaido_Shinkansen
1,975,Hokkaido,84.0,43.06417,141.34694,Kuriyama,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,976,Hokkaido,84.0,43.06417,141.34694,Honmachi,4724121.0,Kikonai,Hokkaido_Shinkansen
1,977,Hokkaido,84.0,43.06417,141.34694,Honmachi,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,978,Hokkaido,84.0,43.06417,141.34694,Naganuma,4724121.0,Kikonai,Hokkaido_Shinkansen
1,979,Hokkaido,84.0,43.06417,141.34694,Naganuma,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,980,Hokkaido,84.0,43.06417,141.34694,Kamifurano,4724121.0,Kikonai,Hokkaido_Shinkansen
1,981,Hokkaido,84.0,43.06417,141.34694,Kamifurano,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,982,Hokkaido,84.0,43.06417,141.34694,Higashikagura,4724121.0,Kikonai,Hokkaido_Shinkansen
1,983,Hokkaido,84.0,43.06417,141.34694,Higashikagura,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,984,Hokkaido,84.0,43.06417,141.34694,Biei,4724121.0,Kikonai,Hokkaido_Shinkansen
1,985,Hokkaido,84.0,43.06417,141.34694,Biei,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,986,Hokkaido,84.0,43.06417,141.34694,Akabira,4724121.0,Kikonai,Hokkaido_Shinkansen
1,987,Hokkaido,84.0,43.06417,141.34694,Akabira,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
1,988,Hokkaido,84.0,43.06417,141.34694,Shimizu,4724121.0,Kikonai,Hokkaido_Shinkansen
1,989,Hokkaido,84.0,43.06417,141.34694,Shimizu,4724121.0,Shin-Hakodate-Hokuto,Hokkaido_Shinkansen
2,219,Aomori,82.8,40.82444,140.74,Aomori,1461935.0,Hachinohe,Tohoku_Shinkansen
2,220,Aomori,82.8,40.82444,140.74,Aomori,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,221,Aomori,82.8,40.82444,140.74,Aomori,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,222,Aomori,82.8,40.82444,140.74,Aomori,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,223,Aomori,82.8,40.82444,140.74,Hirosaki,1461935.0,Hachinohe,Tohoku_Shinkansen
2,224,Aomori,82.8,40.82444,140.74,Hirosaki,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,225,Aomori,82.8,40.82444,140.74,Hirosaki,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,226,Aomori,82.8,40.82444,140.74,Hirosaki,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,227,Aomori,82.8,40.82444,140.74,Hachinohe,1461935.0,Hachinohe,Tohoku_Shinkansen
2,228,Aomori,82.8,40.82444,140.74,Hachinohe,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,229,Aomori,82.8,40.82444,140.74,Hachinohe,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,230,Aomori,82.8,40.82444,140.74,Hachinohe,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,231,Aomori,82.8,40.82444,140.74,Towada,1461935.0,Hachinohe,Tohoku_Shinkansen
2,232,Aomori,82.8,40.82444,140.74,Towada,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,233,Aomori,82.8,40.82444,140.74,Towada,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,234,Aomori,82.8,40.82444,140.74,Towada,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,235,Aomori,82.8,40.82444,140.74,Mutsu,1461935.0,Hachinohe,Tohoku_Shinkansen
2,236,Aomori,82.8,40.82444,140.74,Mutsu,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,237,Aomori,82.8,40.82444,140.74,Mutsu,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,238,Aomori,82.8,40.82444,140.74,Mutsu,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,239,Aomori,82.8,40.82444,140.74,Goshogawara,1461935.0,Hachinohe,Tohoku_Shinkansen
2,240,Aomori,82.8,40.82444,140.74,Goshogawara,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,241,Aomori,82.8,40.82444,140.74,Goshogawara,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,242,Aomori,82.8,40.82444,140.74,Goshogawara,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,243,Aomori,82.8,40.82444,140.74,Misawa,1461935.0,Hachinohe,Tohoku_Shinkansen
2,244,Aomori,82.8,40.82444,140.74,Misawa,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,245,Aomori,82.8,40.82444,140.74,Misawa,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,246,Aomori,82.8,40.82444,140.74,Misawa,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,247,Aomori,82.8,40.82444,140.74,Kuroishi,1461935.0,Hachinohe,Tohoku_Shinkansen
2,248,Aomori,82.8,40.82444,140.74,Kuroishi,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,249,Aomori,82.8,40.82444,140.74,Kuroishi,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,250,Aomori,82.8,40.82444,140.74,Kuroishi,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,251,Aomori,82.8,40.82444,140.74,Tsuruno,1461935.0,Hachinohe,Tohoku_Shinkansen
2,252,Aomori,82.8,40.82444,140.74,Tsuruno,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,253,Aomori,82.8,40.82444,140.74,Tsuruno,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,254,Aomori,82.8,40.82444,140.74,Tsuruno,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,255,Aomori,82.8,40.82444,140.74,Hirakawacho,1461935.0,Hachinohe,Tohoku_Shinkansen
2,256,Aomori,82.8,40.82444,140.74,Hirakawacho,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,257,Aomori,82.8,40.82444,140.74,Hirakawacho,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,258,Aomori,82.8,40.82444,140.74,Hirakawacho,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,259,Aomori,82.8,40.82444,140.74,Oirase,1461935.0,Hachinohe,Tohoku_Shinkansen
2,260,Aomori,82.8,40.82444,140.74,Oirase,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,261,Aomori,82.8,40.82444,140.74,Oirase,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,262,Aomori,82.8,40.82444,140.74,Oirase,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,263,Aomori,82.8,40.82444,140.74,Nanbu,1461935.0,Hachinohe,Tohoku_Shinkansen
2,264,Aomori,82.8,40.82444,140.74,Nanbu,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,265,Aomori,82.8,40.82444,140.74,Nanbu,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,266,Aomori,82.8,40.82444,140.74,Nanbu,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,267,Aomori,82.8,40.82444,140.74,Tohoku,1461935.0,Hachinohe,Tohoku_Shinkansen
2,268,Aomori,82.8,40.82444,140.74,Tohoku,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,269,Aomori,82.8,40.82444,140.74,Tohoku,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,270,Aomori,82.8,40.82444,140.74,Tohoku,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,271,Aomori,82.8,40.82444,140.74,Gonohe,1461935.0,Hachinohe,Tohoku_Shinkansen
2,272,Aomori,82.8,40.82444,140.74,Gonohe,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,273,Aomori,82.8,40.82444,140.74,Gonohe,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,274,Aomori,82.8,40.82444,140.74,Gonohe,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,275,Aomori,82.8,40.82444,140.74,Fujisaki,1461935.0,Hachinohe,Tohoku_Shinkansen
2,276,Aomori,82.8,40.82444,140.74,Fujisaki,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,277,Aomori,82.8,40.82444,140.74,Fujisaki,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,278,Aomori,82.8,40.82444,140.74,Fujisaki,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,279,Aomori,82.8,40.82444,140.74,Shichinohe,1461935.0,Hachinohe,Tohoku_Shinkansen
2,280,Aomori,82.8,40.82444,140.74,Shichinohe,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,281,Aomori,82.8,40.82444,140.74,Shichinohe,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,282,Aomori,82.8,40.82444,140.74,Shichinohe,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,283,Aomori,82.8,40.82444,140.74,Hashikami,1461935.0,Hachinohe,Tohoku_Shinkansen
2,284,Aomori,82.8,40.82444,140.74,Hashikami,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,285,Aomori,82.8,40.82444,140.74,Hashikami,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,286,Aomori,82.8,40.82444,140.74,Hashikami,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,287,Aomori,82.8,40.82444,140.74,Itayanagi,1461935.0,Hachinohe,Tohoku_Shinkansen
2,288,Aomori,82.8,40.82444,140.74,Itayanagi,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,289,Aomori,82.8,40.82444,140.74,Itayanagi,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,290,Aomori,82.8,40.82444,140.74,Itayanagi,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,291,Aomori,82.8,40.82444,140.74,Nobeji,1461935.0,Hachinohe,Tohoku_Shinkansen
2,292,Aomori,82.8,40.82444,140.74,Nobeji,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,293,Aomori,82.8,40.82444,140.74,Nobeji,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,294,Aomori,82.8,40.82444,140.74,Nobeji,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,295,Aomori,82.8,40.82444,140.74,Tsuruta,1461935.0,Hachinohe,Tohoku_Shinkansen
2,296,Aomori,82.8,40.82444,140.74,Tsuruta,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,297,Aomori,82.8,40.82444,140.74,Tsuruta,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,298,Aomori,82.8,40.82444,140.74,Tsuruta,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,299,Aomori,82.8,40.82444,140.74,Rokunohe,1461935.0,Hachinohe,Tohoku_Shinkansen
2,300,Aomori,82.8,40.82444,140.74,Rokunohe,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,301,Aomori,82.8,40.82444,140.74,Rokunohe,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,302,Aomori,82.8,40.82444,140.74,Rokunohe,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,303,Aomori,82.8,40.82444,140.74,Rokkasho,1461935.0,Hachinohe,Tohoku_Shinkansen
2,304,Aomori,82.8,40.82444,140.74,Rokkasho,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,305,Aomori,82.8,40.82444,140.74,Rokkasho,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,306,Aomori,82.8,40.82444,140.74,Rokkasho,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
2,307,Aomori,82.8,40.82444,140.74,Hiranai,1461935.0,Hachinohe,Tohoku_Shinkansen
2,308,Aomori,82.8,40.82444,140.74,Hiranai,1461935.0,Shichinohe-Towada,Tohoku_Shinkansen
2,309,Aomori,82.8,40.82444,140.74,Hiranai,1461935.0,Shin-Aomori,"Tohoku_Shinkansen,Hokkaido_Shinkansen"
2,310,Aomori,82.8,40.82444,140.74,Hiranai,1461935.0,Okutsugaru-Imabetsu,Hokkaido_Shinkansen
3,1175,Iwate,83.85,39.70361,141.1525,Morioka,1206399.0,Ichinoseki,Tohoku_Shinkansen
3,1176,Iwate,83.85,39.70361,141.1525,Morioka,1206399.0,Mizusawa-Esashi,Tohoku_Shinkansen
3,1177,Iwate,83.85,39.70361,141.1525,Morioka,1206399.0,Kitakami,Tohoku_Shinkansen
3,1178,Iwate,83.85,39.70361,141.1525,Morioka,1206399.0,Shin-Hanamaki,Tohoku_Shinkansen
3,1179,Iwate,83.85,39.70361,141.1525,Morioka,1206399.0,Morioka,"Tohoku_Shinkansen,Akita_Shinkansen"
3,1180,Iwate,83.85,39.70361,141.1525,Morioka,1206399.0,iwate-Numakunai,Tohoku_Shinkansen
3,1181,Iwate,83.85,39.70361,141.1525,Morioka,1206399.0,Ninohe,Tohoku_Shinkansen
3,1182,Iwate,83.85,39.70361,141.1525,Morioka,1206399.0,Shizukuishi,Akita_Shinkansen
3,1183,Iwate,83.85,39.70361,141.1525,Oshu,1206399.0,Ichinoseki,Tohoku_Shinkansen
3,1184,Iwate,83.85,39.70361,141.1525,Oshu,1206399.0,Mizusawa-Esashi,Tohoku_Shinkansen
3,1185,Iwate,83.85,39.70361,141.1525,Oshu,1206399.0,Kitakami,Tohoku_Shinkansen
3,1186,Iwate,83.85,39.70361,141.1525,Oshu,1206399.0,Shin-Hanamaki,Tohoku_Shinkansen
3,1187,Iwate,83.85,39.70361,141.1525,Oshu,1206399.0,Morioka,"Tohoku_Shinkansen,Akita_Shinkansen"
3,1188,Iwate,83.85,39.70361,141.1525,Oshu,1206399.0,iwate-Numakunai,Tohoku_Shinkansen
3,1189,Iwate,83.85,39.70361,141.1525,Oshu,1206399.0,Ninohe,Tohoku_Shinkansen
3,1190,Iwate,83.85,39.70361,141.1525,Oshu,1206399.0,Shizukuishi,Akita_Shinkansen
